Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54129.63435,54521.56139,54782.24842,57900.56796,59161.955,62861.46667,66487.41083,67528.4325,68539.21167,69966.55583,73799.235,72147.38229,74728.67707,81778.33936,83388.25915,86366.42643,87553.67456,87333.22018,87297.94581,83730.82893,83875.26456,81937.2828,85112.12605,85057.58179,88114.35504,88228.59828,90856.88885,90256.30442,91576.87498,90220.78805,86543.92362,,,
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305336.931,1326748.814,1345709.225,1363877.516,1397200.784,1452981.689,1473708.402,1436994.755,1440164.555,1456943.359,1463833.993,1453483.829,1444810.624,1473713.995,1527823.473,1572484.018,1624259.745,1659293.33,1678956.807,1717067.065,1770867.116,1826733.798,1830277.895,1859220.49,1877471.416,1870855.533,1834417.769,1856742.064,1897718.257,1914367.96,1930334.543,,,
Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264502.965,2333346.101,2327056.392,2381143.728,2401008.75,2467266.653,2525383.691,2550280.3,2564665.338,2594332.222,2659354.277,2660316.033,2655430.627,2715005.021,2766321.564,2829043.144,2873928.122,2908099.907,2949161.658,2889853.017,2919775.197,2946111.68,2994963.414,2989960.016,3006286.267,3014994.857,3046700.42,3076580.944,3089807.719,3075766.441,2992608.308,,,
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546198.167,1567894.298,1585475.458,1602507.932,1638097.666,1693120.344,1707196.485,1671657.241,1675101.453,1706623.015,1723778.826,1724293.88,1709856.036,1699228.198,1772794.044,1798705.018,1869502.976,1901678.22,1904095.702,1946232.449,1992482.518,2096210.783,2099369.497,2091685.018,2122759.333,2111466.082,2057884.343,2102719.505,2141611.109,2145295.668,2147725.502,,,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082133.142,1046215.655,947853.7806,922392.0795,860433.902,831066.347,811698.5445,767438.8387,758365.4186,770435.2813,800916.269,809172.2896,835698.6431,878196.7813,891386.5343,908403.7728,910691.8094,929642.9668,940389.6395,887991.8799,919380.7624,954113.4475,955233.5001,969597.3471,969247.8808,971852.8997,983539.9766,1002796.162,1037133.211,1055732.797,1030319.932,,,
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717104.784,1671848.059,1560815.327,1527129.702,1460529.526,1427187.322,1408487.76,1358806.017,1341199.545,1345340.747,1368761.411,1365409.862,1384518.627,1418532.222,1419206.982,1426720.084,1420020.881,1430981.171,1432293.148,1368688.903,1392376.381,1411331.282,1407172.157,1412372.626,1403723.304,1406370.798,1416035.398,1433319.314,1461444.077,1475686.757,1445209.773,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18403.8125,18677.965,19953.6725,21376.535,22667.1725,22949.78333,23695.26917,24256.19,23199.66833,23547.88667,22730.81,24502.83333,24662.98167,25454.575,27996.32083,27862.23167,28334.3575,27629.17822,27908.39895,28225.00217,28740.6179,29008.00455,28940.9787,29429.15535,29050.07951,28218.63366,28483.25705,28263.53294,27638.20634,28293.94223,27460.31312,,,
"Egypt, Arab Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35446.2,38569.64,39518.2975,42497.3675,44312.7725,46231.015,47745.4025,49381.5225,49390.3275,52923.0425,52995.7725,53454.12423,55294.15096,56362.01769,56565.03943,59390.39366,61148.5323,62969.68845,64437.49209,62979.85324,62141.48438,63879.19016,66020.17845,64723.34173,65487.41501,64380.5033,65722.31999,66751.87418,67405.79837,65216.60506,64402.91925,,,
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378698.3449,375068.4245,369152.0327,363812.0487,360266.3632,358495.422,358514.6917,355244.2268,351029.1525,347845.6252,347341.6835,342608.8213,338586.3912,334127.6496,328186.826,322521.1938,317890.5497,315665.192,312672.7567,308755.8494,305603.5683,297582.8916,295337.6594,291728.1977,287202.8481,288348.116,286142.0799,284340.1386,278821.9797,276498.0508,273236.3719,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.632313,2472.029656,2696.269979,2300.16169,2357.96998,2396.630303,2699.803921,3054.752539,3137.801157,3224.657275,3265.993393,3086.161554,3074.454714,3172.867875,3183.711036,3237.254196,3155.83045,3351.921703,3375.145457,3391.54671,3328.050464,3465.444953,3493.416943,3532.231433,3556.418423,3580.492913,3618.410213,3661.302514,3676.982314,3694.387114,3732.241915,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34073.9811,34136.31568,34603.3159,34194.69967,34618.83375,34995.42663,35780.46731,37468.01509,37884.79481,38472.74005,39103.21218,39806.78433,40170.34809,40156.9343,39851.73929,39576.79601,39316.70399,40032.36916,38464.78631,40168.21745,38595.39569,38440.59155,37734.91894,37188.65048,37005.57772,38582.90544,38488.08598,38873.29408,39155.94467,39342.10777,39703.22586,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283.861119,2264.528716,2303.115108,2080.131474,1785.96884,1719.89262,1660.675204,1620.28955,1558.795851,1514.303754,1456.844912,1437.669033,1433.21207,1390.852485,1405.036302,1343.308647,1332.073866,1319.920142,1299.416781,1262.53998,1278.750713,1218.404849,1219.259058,1193.72865,1180.595601,1170.396426,1090.514826,1102.394489,1099.261653,1092.331316,1097.115979,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41491.66773,41860.38341,42981.00054,39189.20356,39772.6375,40067.43894,41779.68364,43220.82835,46666.92805,46442.39276,44479.20996,46572.66015,52125.26283,51027.18052,51932.0232,54109.40089,57195.38536,62919.01733,65497.79681,68243.43628,71258.86575,70283.84122,72736.22418,74934.10215,77312.33512,78962.41308,81106.15261,82703.35714,83783.48416,90115.60119,94645.58072,,,
European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527661.0293,516864.2442,503372.0114,492446.4794,483800.9033,479244.0352,478861.5344,473992.562,465890.2479,460078.0972,456868.7532,449733.9457,444037.454,440320.6885,432607.4184,426685.7097,421850.5597,418406.6353,414138.2654,408218.631,405327.8185,393976.1251,390806.1755,385377.1195,379674.161,380172.5162,376336.3633,374662.5365,369068.3698,365536.6855,361793.5937,,,
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793941.3033,809523.3372,819319.2196,836382.3284,864716.1573,888266.6276,918853.9287,935303.6048,943535.1983,928403.5349,949421.519,946966.4984,931020.3228,943580.3347,980841.9252,1013487.256,1017754.667,1024930.552,1040303.121,1025598.224,1048344.725,1015748.081,1049077.58,1038872.029,1030227.161,1033406.634,1034213.774,1040829.011,1032500.423,1023947.393,967104.65,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8545.715992,8458.976931,8400.620139,8373.445674,8295.704676,8077.388453,7973.011357,7862.83827,7617.047172,7420.718918,7094.041481,6932.961862,6676.111651,6442.940629,6208.268706,5920.490345,6007.323716,5821.540622,5698.67051,5583.25868,5677.989809,5478.672925,5471.324347,5342.028684,5210.776114,5125.089219,5024.84862,4902.844473,4745.952825,4639.851178,4506.322031,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.738024,701.401643,712.367762,759.623881,790.04,822.7425,816.8075,814.56,805.0275,784.835,787.78,801.955,770.6425,768.89,768.165,772.67828,771.879326,773.560372,778.378918,774.029964,767.83351,760.317966,760.974923,766.70438,367.338837,372.090793,372.919932,404.641571,431.84821,501.497348,443.648987,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70641.38415,70545.29001,70002.74015,70136.3459,70155.87209,70647.21086,71150.47155,70334.76004,70551.77699,70664.34114,72950.2626,73228.28898,71921.15589,70762.46512,70063.40875,69350.28168,68672.07753,68871.53478,68999.09794,67794.04045,67692.87822,65304.78525,64723.29312,64633.05788,63495.08574,62911.28474,61984.23946,61085.35271,60348.23346,59456.62171,58451.48747,,,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.685678,2.766759,2.845339,2.92392,3.0025,40.95108,41.027382,41.106183,41.139984,41.208786,41.272587,41.350736,41.391386,41.537035,41.545184,41.650834,41.637064,42.178294,42.274524,44.113254,44.124484,46.673858,46.718232,48.050106,48.28948,49.056354,49.914902,49.82845,50.634498,51.890546,52.686594,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8240.896977,8919.756483,8963.493489,9000.942994,10229.1275,10892.78417,11271.05083,11401.2725,11557.85917,10729.75833,9931.08,9728.942515,9258.55003,10159.42754,9947.470059,9595.745074,8704.191529,8445.615485,8638.696941,8523.993396,8736.574852,8589.213836,8329.33532,8021.154304,8140.603288,8249.887272,8253.545161,7484.293051,7068.488441,7821.91383,7451.56422,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111251.7682,111743.4766,112049.6274,113486.0257,115634.1638,116511.3462,117551.3645,116725.2889,115995.9788,113759.0109,109898.6907,104855.4808,102716.246,98440.84364,93266.4981,89375.25574,84854.63216,80568.35079,75035.35761,69477.38782,64549.42757,60590.26833,58300.45813,54458.01965,51997.12614,51485.04908,53065.03356,52798.12382,52228.16159,51502.79186,50415.67463,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13760.72859,12516.0382,10526.93917,9271.45371,8073.630746,7340.847783,7508.408227,7454.53617,7444.991613,7509.522057,7580.5875,6587.858333,6580.179167,6927.9475,6633.145833,6147.069167,6080.07,5952.995307,5863.038113,5787.14092,5750.123726,5702.854308,5770.67239,5820.087971,5813.041053,5512.941635,5475.84889,5395.031144,5269.120899,5191.288153,5133.092908,,,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4969.69,5194.88,5166.1125,5237.725,5413.88,5552.96,5886.16,6451.73,7102.2225,6575.515,7127.54,6567.495,6654.865,7108.665,6888.8675,7811.5475,7622.575,7453.944212,7639.538424,7577.460137,7884.654349,8925.802131,8682.964914,9303.337696,9420.435479,9825.823261,9890.269798,10698.03884,10742.06787,11193.33691,11847.91345,,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4781.080192,4988.565031,5209.467371,5442.70221,5703.122049,5966.891889,5749.151389,5934.65839,6444.92289,6369.429891,6745.959391,7108.086811,7708.109231,7827.139151,7905.029071,8657.42649,8859.022354,9098.518217,9415.744081,9772.959944,11565.51581,12271.82359,13040.74637,13329.06165,13644.49193,13816.77721,15076.01558,15259.05894,15343.51731,16183.83068,16813.30155,,,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3809.922397,3948.763265,4060.494132,4170.1425,3702.133571,3217.414643,2742.080714,2203.189286,1722.800357,1211.473929,739.4175,690.710896,678.376793,744.962689,808.721086,840.099482,874.875622,874.574261,994.827901,1266.52654,1353.04018,1049.330039,1154.259898,1218.989758,1260.092117,1394.111976,1270.131277,1295.058077,1151.037378,1316.506678,1346.288478,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.260037,744.061278,765.540019,777.961259,793.1875,813.646241,781.615733,763.885224,766.282216,827.569208,839.7037,972.125199,992.479197,993.048196,949.097194,936.041193,1017.809869,1030.891046,1004.364722,1066.430898,1115.554574,1101.365051,1197.838027,1195.546004,1141.18648,1212.911956,1200.555809,1190.367162,1238.328515,1249.664868,1261.116221,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.486517,237.997802,1158.916587,1266.635373,1357.409158,1473.437943,1714.671908,2815.865872,3694.112337,4075.211302,4654.167767,6003.744282,5628.830797,6507.759812,7593.986327,7960.295342,7849.331285,7764.789727,7385.84817,6486.831613,6641.960056,5940.436691,5811.860825,5523.33496,7558.994095,6904.09323,6226.873669,5634.816609,5480.122048,5028.424988,4778.315427,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10826.88865,10712.19088,10797.29824,10892.73003,11105.43319,11177.45901,11394.91309,11343.02771,11570.56916,11491.83928,11583.15642,10809.61728,10861.75421,10901.64233,11078.33083,11072.59313,11140.47658,11141.08287,11034.70104,10699.42507,10867.22734,10722.24641,10590.90803,10211.71007,10090.01539,9928.525996,9597.213226,9656.767488,9366.17425,9341.491012,9405.825274,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.385065,1733.29069,1745.218816,1757.164442,1769.125068,1781.088193,1795.176224,1809.276754,1823.382284,1837.560315,1851.478345,1862.363006,1873.210167,1884.132327,1894.944488,1905.754149,1915.320172,1924.918696,1934.672219,1944.275743,1953.469266,1962.95126,1972.455754,1981.805248,1991.264742,2000.694236,2009.917012,2019.187289,2028.405065,2037.632841,2046.858118,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976.45,5084.176396,5365.530291,5596.759187,5477.030582,5527.166978,5552.21762,5648.670763,5683.836406,6058.302049,6103.230192,6296.13287,6764.615548,6645.625725,6796.025903,7148.233581,7186.920125,7632.00167,7866.760714,8246.704759,8534.098803,8571.850089,8749.016376,8911.092662,9194.421448,9416.737734,9736.553551,9986.211868,10150.13268,10380.6785,10598.09932,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.391263,981.368001,1038.47724,1162.233979,1145.673217,1342.482456,1341.731839,1379.448722,1286.535606,1387.037489,1173.500685,1229.125407,1110.97263,1287.679853,1183.964575,1113.318353,1076.683892,1105.554431,1193.34997,1237.463009,1286.261048,1348.138727,1378.056405,1520.979084,1661.021763,1719.674442,1423.889832,1570.465223,1523.510614,1600.573505,1846.596396,,,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779462.935,1786485.346,1789691.039,1779597.939,1792180.394,1791302.284,1790129.65,1785172.776,1767647.05,1758649.793,1768856.74,1763221.605,1742222.157,1711076.513,1726713.334,1709697.074,1729126.984,1722470.655,1709808.435,1682432.721,1695617.794,1752632.081,1768018.558,1734433.428,1767606.68,1772064.855,1746846.175,1784238.863,1828761.641,1853636.72,1789814.683,,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7023.732103,7075.811682,7106.986262,6775.653341,7157.457921,6990.605,6681.085,6344.46,5890.47,5115.515,4966.8025,5121.594816,5528.142132,6240.926948,6217.666764,6490.21908,6413.787663,6523.776246,6664.422329,6931.320912,7018.304495,7131.089174,7179.726352,7310.886031,7403.79571,7471.212888,7530.585141,7350.172394,7519.612147,7564.1894,7741.124153,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314062.6992,326839.6528,336006.1867,340345.2233,348057.0373,353478.3521,361053.9757,371066.0761,388985.5225,393027.577,398097.2842,396409.9537,417431.1854,436333.4064,442399.5151,464794.6981,464930.0217,475040.3519,489104.7754,493467.1513,512366.0282,520923.63,530411.5989,544332.5205,554157.0546,567518.4337,580385.6858,585687.4605,599279.7601,616844.1672,636135.3869,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047.170998,3980.042559,3711.669133,3664.031372,3524.073784,3440.836075,3383.902594,3356.814611,3326.904982,3374.014878,3295.845137,3378.199175,3395.869929,3509.671411,3649.43217,3627.521552,3749.423174,3787.575644,3762.566813,3819.024153,3799.887783,3806.982421,3745.838784,3647.433029,3643.613749,3738.489602,3754.058864,3770.746894,3670.289924,3678.502955,3668.675985,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330.885383,3501.778166,3880.675949,3771.548732,3770.126516,3817.234202,3877.438912,4031.841122,4080.558332,4137.900543,4387.487753,4431.638536,4482.766819,4527.672602,4546.715885,4597.129167,4623.006962,4686.689756,4715.33255,4777.125344,4830.833138,4890.294224,4932.26531,4963.366396,4983.027482,5053.846068,5154.057298,5177.631028,5121.612258,5186.005988,5203.617218,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11637.46563,11571.82103,10433.77739,9862.175684,9421.503938,8802.73672,8973.727138,8849.908507,8712.365369,8783.983364,8772.567773,8660.055601,8729.389159,8869.683835,8453.116799,8383.75631,8245.205364,8139.175848,8038.277118,8018.512384,7975.228631,7800.894744,7664.291846,7481.372511,7314.138414,7241.88852,7227.973318,7159.011853,7063.130388,6992.811423,6956.244958,,,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4118891.69,4125956.333,4063818.193,4089844.522,4096796.096,4171287.613,4208975.268,4175510.601,4196121.218,4226020.083,4302866.184,4313508.005,4325941.118,4448634.698,4589105.155,4704909.729,4776327.025,4854471.692,4908398.391,4869129.969,4986905.726,5055788.828,5113817.397,5131875.887,5163939.647,5177383.901,5182310.076,5227097.013,5275268.326,5275474.45,5193231.613,,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936001.815,4970226.575,4929770.224,4974708.709,5005021.979,5092682.816,5143033.648,5116490.216,5148496.113,5185141.274,5269708.112,5285826.027,5321956.162,5487167.75,5637021.053,5786075.348,5869983.204,5972885.551,6050331.888,6019933.657,6172179.744,6253096.559,6294494.286,6324028.89,6369025.633,6397455.435,6422142.247,6485395.77,6564116.652,6594330.453,6536818.375,,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817110.1257,844270.242,865952.0315,884864.1873,908225.8838,921395.2032,934058.3801,940979.6145,952374.8949,959121.1908,966841.928,972318.0227,996015.0436,1038533.052,1047915.898,1081165.62,1093656.18,1118413.859,1141933.496,1150803.688,1185274.017,1197307.731,1180676.89,1192153.004,1205085.985,1220071.534,1239832.17,1258298.757,1288848.326,1318856.002,1343586.761,,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308137.9637,321261.2918,324934.2751,329070.4954,336788.8831,336563.0639,344856.2238,343290.1186,338124.7819,333326.6978,333950.8736,338534.0796,334359.4457,353013.9542,363361.6027,368435.8845,375614.0006,384929.0942,389772.7077,388826.7613,402000.0823,411624.1499,414718.6449,416863.375,420987.1052,426601.4453,434516.0208,440611.3789,455289.4721,469483.9552,470126.1282,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280038.5138,286975.0377,296823.0791,300453.6305,306292.3919,314874.9833,321981.8712,325396.2715,330684.0018,336220.0472,339713.82,332760.9495,328592.489,322512.476,320800.5254,317297.9149,320303.1269,314649.1114,309603.1884,311134.9979,312449.7048,319401.1218,316506.5338,318017.3149,323344.586,319717.554,318960.4231,325926.3572,335362.6038,339612.8029,333994.9095,,,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508972.1619,523008.9503,541017.7564,555793.692,571437.0007,584832.1393,589202.1563,597689.4959,614250.113,625794.493,632891.0544,633783.943,661655.5979,685519.0974,684554.2955,712729.7351,718042.1793,733484.7652,752160.7886,761976.927,783273.9348,785683.5807,765958.2449,775289.6286,784098.88,793470.0888,805316.1496,817687.3779,833558.8538,849372.0471,873460.633,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528077.742,534386.7109,535736.2773,539941.7361,544615.5375,555229.73,565094.8625,574291.5675,582210.4,589663.7275,594662.7625,597332.605,591021.88,599191.17,606634.45,620079.605,629406.715,642567.15,651240.1975,651518.635,658933.4275,666187.7766,665447.8733,669582.0974,674057.7366,678829.1432,684445.8012,686785.3417,695493.5672,696431.7852,697654.6707,,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15465.51914,15729.73644,15775.75912,15912.07338,15941.81266,16001.51313,15983.15423,15989.58129,16430.08545,16484.3356,16971.11585,17058.12519,16965.14285,17536.83746,16597.90776,16121.21034,16090.375,15433.0914,15197.53543,14913.58284,14416.13345,14422.8489,14871.66882,15264.51862,15616.12183,15901.26475,16545.16501,16798.27866,15183.12982,15224.74347,15252.82463,,,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104156.1538,110083.7435,115309.9582,120678.1853,121138.59,123641.5,128048.3225,130145.9925,130406.45,131823.8875,140056.09,139289.9655,136177.756,150900.889,156671.3044,161968.7274,167011.9403,169963.3882,167742.7135,168864.3289,172450.1068,173221.5384,163663.92,159771.1266,163734.2682,168726.3948,196323.7834,205842.4996,205272.5557,180210.4594,174641.9705,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35212.7494,11014.93104,13180.73767,16718.53431,19676.82594,20071.77758,19610.11038,28611.10569,39483.65849,45221.6763,46930.2841,45241.33826,40458.12991,33200.17407,42261.87573,40623.46488,42290.63536,43740.90833,47708.7488,50873.80678,52415.33975,57147.35987,65015.96498,67234.6301,70951.44521,79617.36283,88097.35634,89081.20984,90103.32835,93815.34436,85916.97036,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.438512,513.357921,520.504694,531.015488,544.56326,550.529221,560.238354,565.723478,575.383863,580.161218,575.300368,581.112078,576.716382,574.625165,577.319344,569.111876,612.942174,614.16277,605.798268,599.917859,602.179581,574.132907,540.18732,544.351953,558.730401,561.155526,548.744758,541.942207,535.679655,527.469604,515.164553,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8332.013509,8596.218992,8884.279474,9169.202456,9469.577939,9752.948421,10066.885,10134.7525,10213.26,10297.825,10376.31,9000.801667,7605.198333,6250.175,6774.8,7333.31,7660.6425,7756.0025,7810.5025,7860.1875,7817.845,8001.988939,8018.965377,8421.456816,8648.098255,8885.427193,9108.850883,9304.992072,9482.745761,9626.87945,9801.47314,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48747.72128,47752.12887,47845.94162,47598.71934,48115.86485,48335.79909,49188.90625,49665.08677,49387.85077,49512.12384,50671.82141,49146.95308,49968.97599,49911.06591,49169.0214,49371.90834,48798.41147,48821.4755,48869.28546,48287.23812,48516.82612,46126.92408,46831.68941,44717.85373,43721.64912,44435.08512,44267.56772,44362.31155,44521.72038,44260.25921,43888.65304,,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.240312,1078.565859,1144.418906,1150.154453,1128.0375,1149.170547,1113.508942,1091.199837,1092.613232,1101.954127,1106.512522,1108.527871,1112.023219,1158.228568,1097.983917,1072.204265,858.078971,823.803677,816.240883,804.738088,813.162794,824.762273,831.486751,831.87873,830.560708,820.075187,826.718727,826.732268,832.605809,837.456849,825.92789,,,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8179.088209,8661.823032,9179.362855,9608.530177,9941.7475,8909.408333,7832.116667,6748.8475,5651.075833,4629.819167,3533.325,3613.274167,3716.393333,3808.8575,3981.631667,4127.875833,4266.5625,4495.405452,4737.643403,4818.148855,4867.931807,4924.824464,5063.05212,5256.379777,5416.919934,5699.002591,6083.99823,6225.566369,6389.282008,6543.202647,6678.095787,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36979.31684,36979.42911,37411.13649,37440.02751,37737.99613,36866.54026,35901.4399,35287.3009,34058.60504,33773.88326,33316.5659,32381.53085,32230.93036,31982.00376,31793.94742,31415.37874,31232.98422,31137.59872,30415.33519,29810.27489,29737.08387,29682.06265,29530.66897,29221.81079,28663.08937,27895.66426,27574.62849,27414.22695,26580.90541,26155.26387,25783.31233,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43357.87087,43595.18346,40195.339,39565.92675,38685.12475,36237.32375,34563.43625,34429.39525,32880.2665,32786.291,35115.2275,36981.25225,47112.52875,46470.78025,51842.69825,54808.1115,57453.63925,57667.4605,61112.15675,62617.70625,65100.992,65446.04175,64642.45575,65101.3245,65532.8325,63810.6285,62581.44275,69989.74805,70530.11586,69016.98866,69749.45146,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18442.38365,17758.27523,17701.11432,17653.59591,17750.805,17710.35909,16764.78589,16792.2152,17139.7395,18241.4613,16909.35561,16925.57136,17688.26461,18829.65286,20048.93111,19499.20686,19175.59319,29867.55952,30329.23085,29177.01218,29373.34351,30128.20287,29959.25973,29489.82159,29950.97094,30438.8503,32958.76585,30856.6389,32036.77445,36858.06249,37602.48554,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7316.657793,7530.478112,6757.53,5809.8225,4439.4775,3967.9775,3727.6625,3703.1125,3536.485,3374.495,3422.58,3491.44,3549.5875,3422.95,3604.585,3507.0025,3548.877278,3596.042055,3669.419333,3853.79911,3886.821388,3979.43024,4068.829093,4173.895446,4359.559299,4374.548152,4482.121862,4582.150572,4717.041781,4796.577991,4864.996701,,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12141.99442,11737.77894,12035.32596,12724.32298,11490.485,13843.38702,13858.4145,14014.40698,13952.98196,14800.56694,13952.62692,13948.40124,14161.48807,15325.11739,15023.91422,16210.74355,17100.81901,17398.20447,17590.99243,18004.89789,18190.34836,18960.69985,18411.68385,18266.42785,17775.69185,17666.30835,17905.72829,18279.10072,18302.14566,18056.7931,17836.42554,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.495188,13.639516,13.858844,14.078172,14.2925,14.506828,14.898168,15.094509,15.290849,15.487189,16.09353,16.441068,17.136107,17.353646,17.651185,17.948723,18.266739,18.607255,18.90027,19.188286,19.621302,19.927816,20.41433,20.715844,21.199859,21.568873,21.935588,22.272304,22.596519,22.860735,23.209951,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.905643,65.963981,66.002319,65.958157,66.263995,66.517334,67.439254,68.186175,69.208096,70.247517,71.564437,72.188619,72.9253,73.646981,74.418662,75.817843,76.459689,78.219034,80.033379,80.802725,81.66707,81.837885,76.6387,76.979515,76.74533,77.988645,78.46508,79.331514,80.265449,81.219383,82.070818,,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24244.1425,24443.72,24544.6875,24684.065,24979.675,25126.5475,25757.1425,26055.6875,24406.91,24142.7125,24330.3675,24828.28,24627.55,24593.22,23598.35,23746.79,23756.8325,23321.09,23295.4575,23635.675,23803.695,23411.4475,23413.61,23209.91,22940.46,22740.49955,22404.29617,22299.3703,22262.07942,22093.77855,21990.13017,,,
